Group	Bracketing	Prosody	Text	Solution	condition	item	playlist	First	lab	ResultLeft	ResultRight	ResultCorrect	participant	recordedfile	DifficultyRating	trialN
OnlyLeft	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	607	arith7_607_14_1.wav	1	14
OnlyLeft	Left	Late boundary before operator	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	607	arith7_607_15_1.wav	1	15
OnlyLeft	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	607	arith7_607_16_1.wav	1	16
OnlyLeft	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	608	arith7_608_1_1.wav	3	1
OnlyLeft	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	608	arith7_608_2_1.wav	1	2
OnlyLeft	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	608	arith7_608_3_1.wav	2	3
OnlyLeft	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	608	arith7_608_4_1.wav	1	4
OnlyLeft	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	608	arith7_608_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	608	arith7_608_6_1.wav	1	6
OnlyLeft	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	608	arith7_608_7_1.wav	1	7
OnlyLeft	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	608	arith7_608_8_1.wav	1	8
OnlyLeft	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	608	arith7_608_9_1.wav	5	9
OnlyLeft	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	608	arith7_608_10_1.wav	3	10
OnlyLeft	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	608	arith7_608_11_1.wav	2	11
OnlyLeft	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	608	arith7_608_12_1.wav	2	12
OnlyLeft	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	608	arith7_608_13_1.wav	2	13
OnlyLeft	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	608	arith7_608_14_1.wav	1	14
OnlyLeft	Left	Late boundary before operator	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	608	arith7_608_15_1.wav	1	15
OnlyLeft	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	608	arith7_608_16_1.wav	1	16
OnlyLeft	Left	Two boundaries	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	609	arith7_609_1_1.wav	1	1
OnlyLeft	Left	Two boundaries	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	609	arith7_609_2_1.wav	1	2
OnlyLeft	Left	Two boundaries	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	609	arith7_609_3_1.wav	1	3
OnlyLeft	Left	Two boundaries	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	609	arith7_609_4_1.wav	1	4
OnlyLeft	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	609	arith7_609_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	609	arith7_609_6_1.wav	1	6
OnlyLeft	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	609	arith7_609_7_1.wav	1	7
OnlyLeft	Left	No boundaries	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	609	arith7_609_8_1.wav	1	8
OnlyLeft	Left	No boundaries	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	609	arith7_609_9_1.wav	1	9
OnlyLeft	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	609	arith7_609_10_1.wav	1	10
OnlyLeft	Left	No boundaries	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	609	arith7_609_11_1.wav	1	11
OnlyLeft	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	609	arith7_609_12_1.wav	2	12
OnlyLeft	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	609	arith7_609_13_1.wav	1	13
OnlyLeft	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	609	arith7_609_14_1.wav	1	14
OnlyLeft	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	609	arith7_609_15_1.wav	1	15
OnlyLeft	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	609	arith7_609_16_1.wav	1	16
OnlyLeft	Left	Two boundaries	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	610	arith7_610_1_1.wav	3	1
OnlyLeft	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	610	arith7_610_2_1.wav	3	2
OnlyLeft	Left	No boundaries	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	610	arith7_610_3_1.wav	2	3
OnlyLeft	Left	No boundaries	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	610	arith7_610_4_1.wav	2	4
OnlyLeft	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	610	arith7_610_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	610	arith7_610_6_1.wav	2	6
OnlyLeft	Left	No boundaries	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	610	arith7_610_7_1.wav	1	7
OnlyLeft	Left	No boundaries	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	610	arith7_610_8_1.wav	1	8
OnlyLeft	Left	Early boundary after operator	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	610	arith7_610_9_1.wav	2	9
OnlyLeft	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	610	arith7_610_10_1.wav	2	10
OnlyLeft	Left	No boundaries	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	610	arith7_610_11_1.wav	2	11
OnlyLeft	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	610	arith7_610_12_1.wav	2	12
OnlyLeft	Left	No boundaries	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	610	arith7_610_13_1.wav	2	13
OnlyLeft	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	610	arith7_610_14_1.wav	1	14
OnlyLeft	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	610	arith7_610_15_1.wav	1	15
OnlyLeft	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	610	arith7_610_16_1.wav	1	16
OnlyLeft	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	612	arith7_612_1_1.wav	1	1
OnlyLeft	Left	Two boundaries	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	612	arith7_612_2_1.wav	1	2
OnlyLeft	Left	Two boundaries	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	612	arith7_612_3_1.wav	2	3
OnlyLeft	Left	Two boundaries	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	612	arith7_612_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	612	arith7_612_6_1.wav	1	6
OnlyLeft	Left	Two boundaries	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	612	arith7_612_7_1.wav	1	7
OnlyLeft	Left	Two boundaries	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	612	arith7_612_8_1.wav	1	8
OnlyLeft	Left	Two boundaries	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	612	arith7_612_9_1.wav	2	9
OnlyLeft	Left	Two boundaries	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	612	arith7_612_10_1.wav	1	10
OnlyLeft	Left	Two boundaries	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	612	arith7_612_11_1.wav	1	11
OnlyLeft	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	612	arith7_612_12_1.wav	1	12
OnlyLeft	Left	No boundaries	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	612	arith7_612_13_1.wav	1	13
OnlyLeft	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	612	arith7_612_14_1.wav	1	14
OnlyLeft	Left	Two boundaries	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	612	arith7_612_15_1.wav	1	15
OnlyLeft	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	612	arith7_612_16_1.wav	1	16
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	613	arith11_613_15_1.wav	1	15
OnlyRight	Right	Early boundary before operator	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	613	arith11_613_16_1.wav	1	16
OnlyRight	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	613	arith11_613_6_1.wav	2	6
OnlyRight	Right	Early boundary after operator	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	613	arith11_613_7_1.wav	1	7
OnlyRight	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	613	arith11_613_8_1.wav	1	8
OnlyRight	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	613	arith11_613_9_1.wav	1	9
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	613	arith11_613_10_1.wav	1	10
OnlyRight	Right	Early boundary before operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	613	arith11_613_11_1.wav	1	11
OnlyRight	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	613	arith11_613_12_1.wav	2	12
OnlyRight	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	613	arith11_613_13_1.wav	1	13
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	613	arith11_613_14_1.wav	2	14
OnlyRight	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	613	arith11_613_2_1.wav	1	2
OnlyRight	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	613	arith11_613_3_1.wav	1	3
OnlyRight	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	613	arith11_613_4_1.wav	1	4
OnlyRight	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	613	arith11_613_5_1.wav	2	5
OnlyRight	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	614	arith11_614_4_1.wav	1	4
OnlyRight	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	614	arith11_614_5_1.wav	2	5
OnlyRight	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	614	arith11_614_6_1.wav	2	6
OnlyRight	Right	Early boundary after operator	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	614	arith11_614_7_1.wav	1	7
OnlyRight	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	614	arith11_614_8_1.wav	1	8
OnlyRight	Right	Early boundary before operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	614	arith11_614_9_1.wav	1	9
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	614	arith11_614_10_1.wav	1	10
OnlyRight	Right	Early boundary before operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	614	arith11_614_11_1.wav	1	11
OnlyRight	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	614	arith11_614_12_1.wav	2	12
OnlyRight	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	614	arith11_614_13_1.wav	1	13
OnlyRight	Right	No boundaries	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	614	arith11_614_1_1.wav	2	1
OnlyRight	Right	Early boundary after operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	614	arith11_614_2_1.wav	2	2
OnlyRight	Right	Early boundary after operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	614	arith11_614_3_1.wav	1	3
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	614	arith11_614_14_1.wav	1	14
OnlyRight	Right	Early boundary after operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	614	arith11_614_15_1.wav	1	15
Both	Left	Late boundary before operator	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	689	arith12_689_15_1.wav	3	15
Both	Right	Early boundary after operator	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	689	arith12_689_16_2.wav	3	16
Both	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	689	arith12_689_6_2.wav	3	5
Both	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	689	arith12_689_5_1.wav	2	6
Both	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	689	arith12_689_4_2.wav	1	3
Both	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	689	arith12_689_3_1.wav	2	4
Both	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	689	arith12_689_9_1.wav	4	9
Both	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	689	arith12_689_10_2.wav	3	10
Both	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	689	arith12_689_7_1.wav	3	7
Both	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	689	arith12_689_8_2.wav	3	8
Both	Right	Early boundary after operator	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	689	arith12_689_14_2.wav	4	14
Both	Right	Early boundary after operator	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	689	arith12_689_2_2.wav	2	1
Both	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	689	arith12_689_1_1.wav	2	2
Both	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	689	arith12_689_11_1.wav	2	11
Both	Right	Early boundary after operator	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	689	arith12_689_12_2.wav	4	12
Both	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	689	arith12_689_13_1.wav	3	13
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	690	arith12_690_4_1.wav	1	4
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	690	arith12_690_2_1.wav	1	1
Both	Right	Early boundary after operator	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	690	arith12_690_1_2.wav	1	2
Both	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	690	arith12_690_3_2.wav	1	3
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	690	arith12_690_8_1.wav	1	8
Both	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	690	arith12_690_5_2.wav	2	5
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	690	arith12_690_6_1.wav	1	6
Both	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	690	arith12_690_7_2.wav	2	7
Both	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	690	arith12_690_12_1.wav	3	12
Both	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	690	arith12_690_13_2.wav	1	13
Both	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	690	arith12_690_14_1.wav	2	14
Both	Right	Early boundary after operator	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	690	arith12_690_15_2.wav	1	15
Both	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	690	arith12_690_16_1.wav	2	16
Both	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	690	arith12_690_10_1.wav	1	9
Both	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	690	arith12_690_9_2.wav	1	10
Both	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	690	arith12_690_11_2.wav	2	11
Both	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	691	arith12_691_2_2.wav	2	1
Both	Left	Early boundary before operator	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	691	arith12_691_5_1.wav	1	5
Both	Left	Two boundaries	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	691	arith12_691_1_1.wav	3	2
Both	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	691	arith12_691_3_1.wav	2	3
Both	Right	Early boundary before operator	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	691	arith12_691_4_2.wav	1	4
Both	Right	Early boundary before operator	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	691	arith12_691_8_2.wav	2	7
Both	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	691	arith12_691_7_1.wav	1	8
Both	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	691	arith12_691_10_2.wav	1	9
Both	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	691	arith12_691_9_1.wav	2	10
Both	Left	Two boundaries	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	691	arith12_691_11_1.wav	2	11
Both	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	691	arith12_691_12_2.wav	3	12
Both	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	691	arith12_691_14_2.wav	3	13
Both	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	691	arith12_691_13_1.wav	2	14
Both	Left	Two boundaries	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	691	arith12_691_15_1.wav	3	15
Both	Right	No boundaries	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	691	arith12_691_16_2.wav	1	16
Both	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	691	arith12_691_6_2.wav	2	6
Both	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	692	arith12_692_15_2.wav	2	16
Both	Right	No boundaries	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	692	arith12_692_1_2.wav	2	2
Both	Left	No boundaries	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	692	arith12_692_6_1.wav	2	6
Both	Right	No boundaries	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	692	arith12_692_7_2.wav	3	7
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	692	arith12_692_8_1.wav	2	8
Both	Left	No boundaries	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	692	arith12_692_10_1.wav	2	9
Both	Right	No boundaries	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	692	arith12_692_9_2.wav	2	10
Both	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	692	arith12_692_11_2.wav	2	11
Both	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	692	arith12_692_12_1.wav	2	12
Both	Right	No boundaries	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	692	arith12_692_13_2.wav	2	13
Both	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	692	arith12_692_14_1.wav	2	14
Both	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	692	arith12_692_16_1.wav	2	15
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	692	arith12_692_2_1.wav	3	1
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	692	arith12_692_4_1.wav	2	3
Both	Right	No boundaries	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	692	arith12_692_3_2.wav	3	4
Both	Right	No boundaries	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	692	arith12_692_5_2.wav	3	5
Both	Right	Two boundaries	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	693	arith12_693_2_2.wav	1	1
